OID_,STREET_NAM,ROADINVENT,FUNCTIONAL,JURISDICTI,Divided,InstallDat,ExisFacil,Shape_Length,shape_wkt
2079,Boylston Street,4496800.000000000000000,3,2,,2024,SBL,0.002238430654288,"MULTILINESTRING M ((-71.077368797999952 42.350083945000051 NAN, -71.075212680999982 42.350685386000066 NAN))"
2080,Berkeley Street,4478600.000000000000000,3,2,,2024,SBL,0.000398937772902,"MULTILINESTRING M ((-71.073842628999955 42.352864418000081 NAN, -71.074017139999967 42.353223162000063 NAN))"
2081,Washington Street,5724500.000000000000000,5,2,,,SLM,0.000512960236350,"MULTILINESTRING M ((-71.071348437999973 42.282557860000054 NAN, -71.071357013999943 42.282802099000037 NAN, -71.071385934999967 42.283069108000063 NAN))"
2082,Washington Street,4958900.000000000000000,5,2,,,SLM,0.000844964170312,"MULTILINESTRING M ((-71.070174589999965 42.279944278000073 NAN, -71.070346186999984 42.280199819000075 NAN, -71.07061373199997 42.280665603000045 NAN))"
2083,Washington Street,5725000.000000000000000,5,2,,,SLM,0.000773618223793,"MULTILINESTRING M ((-71.071168931999978 42.287973646000069 NAN, -71.071147672999984 42.288119865000056 NAN, -71.071118271999978 42.288348767000059 NAN, -71.07111150999998 42.28853612100005 NAN, -71.071119278999959 42.288743579000027 NAN))"
2084,Washington Street,4851800.000000000000000,5,2,,,SLM,0.000360145195252,"MULTILINESTRING M ((-71.071512607999978 42.289877941000043 NAN, -71.071602895999945 42.290226585000028 NAN))"
2085,Massachusetts Avenue,4605300.000000000000000,3,2,,2023,SBL,0.000797303277758,"MULTILINESTRING M ((-71.070530712999982 42.331129375000046 NAN, -71.069996304999961 42.330537682000056 NAN))"
2086,Massachusetts Avenue,5858500.000000000000000,3,2,,2023,SBL,0.000715074277051,"MULTILINESTRING M ((-71.06914708499994 42.329545301000053 NAN, -71.069292237999946 42.329722526000069 NAN, -71.069602311999972 42.330096750000052 NAN))"
2087,Tremont Street,4523201.000000000000000,3,2,,2023,SBL,0.001295707167299,"MULTILINESTRING M ((-71.069709408999984 42.345492964000073 NAN, -71.069491020999976 42.345879718000049 NAN, -71.069087414999956 42.346629549000056 NAN))"
2088,Berkeley Street,4500100.000000000000000,3,2,,2024,SBL,0.000969847614638,"MULTILINESTRING M ((-71.07224602499997 42.349541145000046 NAN, -71.072659961999989 42.350418220000051 NAN))"
2089,Charles Street,5649700.000000000000000,3,2,,2020,SBL,0.000755093203895,"MULTILINESTRING M ((-71.069054300999937 42.355529440000055 NAN, -71.069167258999983 42.355740540000056 NAN, -71.069430950999958 42.356183692000059 NAN))"
2090,Main Street,4412500.000000000000000,5,2,,2011,BL,0.000470411495788,"MULTILINESTRING M ((-71.068128786999978 42.378479054000024 NAN, -71.068471702999943 42.378801072000044 NAN))"
2091,Main Street,5760000.000000000000000,5,2,,2011,BL,0.000560700830691,"MULTILINESTRING M ((-71.066758583999956 42.377270218000035 NAN, -71.067171587999951 42.377649445000031 NAN))"
2092,Main Street,5759800.000000000000000,5,2,,2011,SLM,0.000284743539472,"MULTILINESTRING M ((-71.066541820999987 42.377085585000032 NAN, -71.066713782999955 42.377233026000056 NAN, -71.066758583999956 42.377270218000035 NAN))"
2093,Main Street,5173100.000000000000000,5,2,,2011,BL,0.000417413182486,"MULTILINESTRING M ((-71.070679032999976 42.38102017600005 NAN, -71.070729062999987 42.381071482000038 NAN, -71.070968908999987 42.381320517000063 NAN))"
2094,Main Street,4405200.000000000000000,5,2,,2011,BL,0.000671195017588,"MULTILINESTRING M ((-71.069987960999981 42.380317538000043 NAN, -71.070259672999953 42.380594268000038 NAN, -71.070460700999945 42.380793986000072 NAN))"
2095,Dorchester Avenue,4918800.000000000000000,3,2,,2010,SLM,0.000813085420132,"MULTILINESTRING M ((-71.064787402999968 42.284007437000071 NAN, -71.064714261999939 42.284285131000047 NAN, -71.064562654999975 42.284788726000045 NAN))"
2096,Ashmont Street,5836400.000000000000000,5,2,,2013,SLM,0.000660595858049,"MULTILINESTRING M ((-71.063735880999957 42.285931240000025 NAN, -71.063524767999979 42.285983314000077 NAN, -71.063295165999989 42.286036461000037 NAN, -71.063096216999952 42.286095353000064 NAN))"
2097,Ashmont Street,4886400.000000000000000,5,2,,2013,SLM,0.001865877119305,"MULTILINESTRING M ((-71.060772218999944 42.286722327000064 NAN, -71.060559746999957 42.286763153000038 NAN, -71.060167952999961 42.286844935000033 NAN, -71.059551842999952 42.287009131000048 NAN, -71.058958201999985 42.287156526000047 NAN))"
2098,Dorchester Avenue,5152600.000000000000000,3,2,,2011,SLM,0.000437262178229,"MULTILINESTRING M ((-71.062091693999946 42.293664206000074 NAN, -71.061968652999951 42.294083800000067 NAN))"
2099,Dorchester Avenue,5607100.000000000000000,3,2,,2011,SLM,0.001188497974040,"MULTILINESTRING M ((-71.061372050999978 42.296074270000076 NAN, -71.061321717999988 42.296228820000067 NAN, -71.061170355999934 42.296770108000032 NAN, -71.061035967999942 42.297214122000071 NAN))"
2100,Geneva Avenue,4780800.000000000000000,5,2,,2016,SLM,0.000474361963108,"MULTILINESTRING M ((-71.065517125999975 42.299917994000054 NAN, -71.065107374999968 42.299678989000029 NAN))"
2101,Geneva Avenue,5687100.000000000000000,5,2,,2016,SLM,0.000361136956696,"MULTILINESTRING M ((-71.064403364999976 42.299262970000029 NAN, -71.06432020699998 42.299212913000076 NAN, -71.064284917999942 42.299191402000076 NAN, -71.064239009999937 42.299172094000028 NAN, -71.064115433999973 42.299097137000047 NAN, -71.06409804499998 42.299086593000027 NAN, -71.064090961999966 42.299082714000065 NAN))"
2102,Dorchester Avenue,4649900.000000000000000,3,2,,2011,BL,0.000911081117770,"MULTILINESTRING M ((-71.056769761999988 42.320730474000072 NAN, -71.056779873999972 42.321641499000066 NAN))"
2103,Dorchester Avenue,5628000.000000000000000,3,2,,2011,BL,0.000551318166204,"MULTILINESTRING M ((-71.056856297999957 42.324820573000068 NAN, -71.056867950999958 42.325371768000025 NAN))"
2104,Dorchester Avenue,5772400.000000000000000,3,2,,2011,SLM,0.000462925372355,"MULTILINESTRING M ((-71.05695744999997 42.329923406000034 NAN, -71.056959216999985 42.330386328000031 NAN))"
2105,Columbia Road,6254700.000000000000000,5,2,1,2010,SLM,0.000419257728336,"MULTILINESTRING M ((-71.066124491999972 42.316203991000066 NAN, -71.066402782999944 42.315890413000034 NAN))"
2106,Columbia Road,6242600.000000000000000,5,2,1,2010,BL,0.000947323654917,"MULTILINESTRING M ((-71.06253985099994 42.319909241000062 NAN, -71.062699685999974 42.319761569000036 NAN, -71.062864861999969 42.319583500000078 NAN, -71.063032699999951 42.319390229000078 NAN, -71.063172294999958 42.319206360000067 NAN))"
2107,Albany Street,45241100.000000000000000,5,2,,2012,BLSL,0.000585463113664,"MULTILINESTRING M ((-71.063888705999943 42.340285742000049 NAN, -71.063973438999938 42.340275348000034 NAN, -71.064055458999974 42.340224392000039 NAN, -71.06414231399998 42.340170173000047 NAN, -71.064384315999973 42.339990941000053 NAN))"
2108,High Street,5647900.000000000000000,5,2,,2011,BL,0.000895667953370,"MULTILINESTRING M ((-71.056983131999971 42.353245694000066 NAN, -71.056762941999978 42.353350542000044 NAN, -71.056175903999986 42.35363376600003 NAN))"
2109,Oliver Street,5451400.000000000000000,0,2,,2011,SLM,0.000420042786548,"MULTILINESTRING M ((-71.052061244999948 42.355225033000067 NAN, -71.052155332999973 42.355268586000079 NAN, -71.052249256999971 42.355323782000028 NAN, -71.05241822499994 42.35544408800007 NAN))"
2110,D Street Extension,45264000.000000000000000,3,2,1,2013,SLM,0.000940834076550,"MULTILINESTRING M ((-71.040114241999959 42.347929778000037 NAN, -71.039385529999947 42.34852488100006 NAN))"
2111,Adams Street,4957500.000000000000000,5,2,,2017,BFBL,0.000636459329472,"MULTILINESTRING M ((-71.058940435999943 42.280049675000043 NAN, -71.058827054999938 42.280282194000051 NAN, -71.058775965999985 42.280409728000052 NAN, -71.058758178999938 42.280543021000028 NAN, -71.058762933999958 42.280648823000035 NAN))"
2112,Neponset Avenue,4793900.000000000000000,5,2,,2012,BL,0.000745971951308,"MULTILINESTRING M ((-71.056431346999943 42.297340486000053 NAN, -71.056344409999951 42.297254056000043 NAN, -71.056137354999976 42.297110896000049 NAN, -71.055827277999981 42.296906006000029 NAN))"
2113,Neponset Avenue,4798400.000000000000000,5,2,,2012,BL,0.001006145231102,"MULTILINESTRING M ((-71.055261051999935 42.296508247000077 NAN, -71.054841875999955 42.296190391000039 NAN, -71.054437826999958 42.295931114000041 NAN))"
2114,Adams Street,5629700.000000000000000,5,2,,2013,SLM,0.000765890001738,"MULTILINESTRING M ((-71.058798484999954 42.299993673000074 NAN, -71.058993605999945 42.300247072000047 NAN, -71.059023146999948 42.300304578000066 NAN, -71.059048959999984 42.300352505000035 NAN, -71.059226313999943 42.300627215000077 NAN))"
2115,Adams Street,4782200.000000000000000,5,2,,2013,SLM,0.000976495467647,"MULTILINESTRING M ((-71.058106274999943 42.299312976000067 NAN, -71.058423743999981 42.299574719000077 NAN, -71.058570675999988 42.299699640000028 NAN, -71.058673668999973 42.299822138000025 NAN, -71.058798484999954 42.299993673000074 NAN))"
2116,Dorchester Avenue,4763900.000000000000000,3,2,,2011,SLM,0.000628142644850,"MULTILINESTRING M ((-71.059429998999974 42.303135902000065 NAN, -71.059299889999977 42.303750422000064 NAN))"
2117,Dorchester Avenue,4750500.000000000000000,3,2,,2011,SLM,0.000736805825859,"MULTILINESTRING M ((-71.058791567999947 42.306017790000055 NAN, -71.058638721999955 42.306738568000071 NAN))"
2118,Dorchester Avenue,4744700.000000000000000,3,2,,2011,SLM,0.000571301019331,"MULTILINESTRING M ((-71.058560100999955 42.307033679000028 NAN, -71.058419407999963 42.307587385000033 NAN))"
2119,Freeport Street,5180100.000000000000000,3,2,,2013,BL,0.000485452941813,"MULTILINESTRING M ((-71.057574139999986 42.306289391000064 NAN, -71.057567220999942 42.306493055000033 NAN, -71.05758803599997 42.306660254000064 NAN, -71.057607531999963 42.306771744000059 NAN))"
2120,Dorchester Avenue,5128300.000000000000000,3,2,,2011,BL,0.000215213355536,"MULTILINESTRING M ((-71.056874031999939 42.314446786000076 NAN, -71.056814587999952 42.314653627000041 NAN))"
2121,Dorchester Avenue,5709900.000000000000000,3,2,,2011,BL,0.000430862769577,"MULTILINESTRING M ((-71.056696975999955 42.317130686000041 NAN, -71.056709660999957 42.317561362000049 NAN))"
2122,Dorchester Avenue,4689400.000000000000000,3,2,,2011,BL,0.000505856815029,"MULTILINESTRING M ((-71.056755772999963 42.314931931000046 NAN, -71.056699287999948 42.315176484000062 NAN, -71.056664725999951 42.315428995000048 NAN))"
2123,D Street,4578900.000000000000000,5,2,,2013,BLSL,0.000359998372705,"MULTILINESTRING M ((-71.055308111999977 42.335055865000072 NAN, -71.055581078999978 42.334821157000079 NAN))"
2124,Dorchester Avenue,5627102.000000000000000,3,2,,2011,SLM,0.000110615000023,"MULTILINESTRING M ((-71.057112288999974 42.338961032000043 NAN, -71.057112291999942 42.339071647000026 NAN))"
2125,Kneeland Street,4499900.000000000000000,3,2,,2017,BL,0.000652879561592,"MULTILINESTRING M ((-71.057670083999938 42.349659906000056 NAN, -71.057032277999951 42.349520424000048 NAN))"
2126,Otis Street,5432000.000000000000000,5,2,,2012,SLM,0.001291493747137,"MULTILINESTRING M ((-71.057723082999985 42.354989512000031 NAN, -71.057771957999933 42.354942163000032 NAN, -71.058662450999975 42.354103212000041 NAN))"
2127,Devonshire Street,5524100.000000000000000,5,2,,2012,SLM,0.000256931655035,"MULTILINESTRING M ((-71.057447038999953 42.355245323000076 NAN, -71.057383584999968 42.35535545700003 NAN, -71.057351816999983 42.355481336000025 NAN))"
2128,Devonshire Street,4462300.000000000000000,5,2,,2012,SLM,0.001297910476239,"MULTILINESTRING M ((-71.057360254999935 42.356774833000031 NAN, -71.057376848999979 42.356618529000059 NAN, -71.057384456999955 42.356418498000039 NAN, -71.057367828999986 42.356135595000069 NAN, -71.057329497999945 42.355727526000067 NAN, -71.057338157999936 42.355593921000036 NAN, -71.057351816999983 42.355481336000025 NAN))"
2129,Essex Street,4483800.000000000000000,5,2,,2012,SLM,0.000902250341212,"MULTILINESTRING M ((-71.058009159999983 42.352358973000037 NAN, -71.057141085999945 42.352112999000042 NAN))"
2130,Devonshire Street,5648600.000000000000000,5,2,,2012,SLM,0.000112677755457,"MULTILINESTRING M ((-71.057332856999949 42.357588749000058 NAN, -71.057333644999972 42.357476074000033 NAN))"
2131,Franklin Street,5512300.000000000000000,5,2,,2011,BL,0.000898753417167,"MULTILINESTRING M ((-71.055685850999964 42.35567190200004 NAN, -71.055710430999966 42.355662890000076 NAN, -71.055888868999943 42.35561350100005 NAN, -71.056128313999977 42.355573350000043 NAN, -71.056571505999955 42.355537514000048 NAN))"
2132,Kilby Street,5461200.000000000000000,0,2,,2011,SLM,0.000200008316263,"MULTILINESTRING M ((-71.055262364999976 42.357618560000049 NAN, -71.055359052999961 42.357793645000072 NAN))"
2133,Water Street,5461400.000000000000000,0,2,,2011,SLM,0.000325299592036,"MULTILINESTRING M ((-71.055359052999961 42.357793645000072 NAN, -71.055282211999952 42.35782075700007 NAN, -71.055159105999962 42.35788685700004 NAN, -71.055075527999975 42.35794889500005 NAN))"
2134,Franklin Street,5237500.000000000000000,5,2,,2011,BL,0.000906040516268,"MULTILINESTRING M ((-71.054877421999947 42.356079234000049 NAN, -71.055394010999976 42.355807966000043 NAN, -71.055587403999937 42.355707992000077 NAN, -71.055685850999964 42.35567190200004 NAN))"
2135,North Washington Street,5621500.000000000000000,3,2,1,2014,SLM,0.000760721389723,"MULTILINESTRING M ((-71.058300538999958 42.364512809000075 NAN, -71.05832907599995 42.364789761000054 NAN, -71.058366983999974 42.365270572000043 NAN))"
2136,Salem Street,5242700.000000000000000,0,2,,2013,SLM,0.000456650362971,"MULTILINESTRING M ((-71.056137152999952 42.363208813000028 NAN, -71.055982732999951 42.363456051000071 NAN, -71.055889584999989 42.363592426000025 NAN))"
2137,Cross Street,45229700.000000000000000,3,2,,2014,BL,0.001097220586598,"MULTILINESTRING M ((-71.053942353999958 42.361568384000066 NAN, -71.054925750999985 42.362055029000032 NAN))"
2138,John F. Fitzgerald Surface Road,45229400.000000000000000,3,2,,2014,SLM,0.001618213775508,"MULTILINESTRING M ((-71.055149363999988 42.361554875000024 NAN, -71.054830892999973 42.361406622000061 NAN, -71.054547591999949 42.361263277000035 NAN, -71.054250512999943 42.361112226000046 NAN, -71.053697411999963 42.360840712000027 NAN))"
2139,Commercial Street,5640700.000000000000000,5,2,,2017,SBL,0.000741361797826,"MULTILINESTRING M ((-71.055534684999941 42.368174542000077 NAN, -71.054815710999947 42.367993728000044 NAN))"
2140,First Avenue,5995900.000000000000000,0,8,,0,SUP,0.000971658780948,"MULTILINESTRING M ((-71.05741197499998 42.372973897000065 NAN, -71.056564818999959 42.373449762000064 NAN))"
2141,First Avenue,5996800.000000000000000,0,8,,0,SUP,0.000851695392850,"MULTILINESTRING M ((-71.056564818999959 42.373449762000064 NAN, -71.056571589999976 42.373568158000069 NAN, -71.055980545999944 42.374001876000079 NAN))"
2142,Ashmont Street,4861800.000000000000000,5,2,,2013,SLM,0.000876847597648,"MULTILINESTRING M ((-71.053583570999933 42.28876531800006 NAN, -71.052738257999977 42.288998358000072 NAN))"
2143,Neponset Avenue,4830600.000000000000000,5,2,,2012,BLSL,0.001370328698953,"MULTILINESTRING M ((-71.049762090999934 42.291733226000076 NAN, -71.050155374999974 42.292193922000081 NAN, -71.050633533999985 42.292790554000078 NAN))"
2144,Neponset Avenue,5205800.000000000000000,5,2,,2012,BL,0.000179943337954,"MULTILINESTRING M ((-71.04774337799995 42.289227511000036 NAN, -71.04786729999995 42.289357983000059 NAN))"
2145,Freeport Street,5488703.000000000000000,3,2,,2013,SLM,0.000759737652397,"MULTILINESTRING M ((-71.04760594399994 42.295904023000048 NAN, -71.047605285999964 42.295906732000049 NAN, -71.04759396999998 42.29595332100007 NAN, -71.047541497999987 42.296243460000028 NAN, -71.047533715999975 42.296536594000031 NAN, -71.047550641999976 42.296652126000026 NAN, -71.047551245999955 42.296656240000061 NAN))"
2146,Columbia Road,5173600.000000000000000,3,1,1,2016,BFBL,0.000246495543291,"MULTILINESTRING M ((-71.052290702999983 42.326828443000068 NAN, -71.052301967999938 42.327074681000056 NAN))"
2147,Old Colony Avenue,5203400.000000000000000,3,3,1,2016,BFBL,0.001338291239620,"MULTILINESTRING M ((-71.052588157999935 42.328463681000073 NAN, -71.052555714999983 42.327531859000032 NAN, -71.052539064999962 42.327126296000074 NAN))"
2148,Charles Street,5649800.000000000000000,3,2,,2020,SBL,0.000482645461271,"MULTILINESTRING M ((-71.067622763999964 42.352839743000061 NAN, -71.067701762999945 42.353047108000055 NAN, -71.067819348999933 42.353279831000066 NAN))"
2149,Charles Street South,4485900.000000000000000,3,2,,2020,CFSBL,0.000712650536269,"MULTILINESTRING M ((-71.067252296999982 42.351824957000076 NAN, -71.067469168999935 42.352503807000062 NAN))"
2150,Cambridge Street,6236300.000000000000000,3,2,1,2022,SBL,0.001237829401990,"MULTILINESTRING M ((-71.068702662999954 42.361205050000081 NAN, -71.069755816999987 42.361172616000033 NAN, -71.06993973799996 42.361182306000046 NAN))"
2151,Tremont Street,5294100.000000000000000,3,2,,2020,SBL,0.000506922000049,"MULTILINESTRING M ((-71.064914489999978 42.351099452000028 NAN, -71.065064663999976 42.35061528500006 NAN))"
2152,Washington Street,5625900.000000000000000,3,2,,,SLM,0.000754663669806,"MULTILINESTRING M ((-71.06459358799998 42.346619673000077 NAN, -71.064411995999933 42.347352163000039 NAN))"
2153,Washington Street,5172100.000000000000000,3,2,,,SLM,0.000700271592116,"MULTILINESTRING M ((-71.064150383999959 42.348413513000025 NAN, -71.063959131999979 42.349087162000046 NAN))"
2154,Washington Street,5812600.000000000000000,3,2,,2020,SBL,0.000609273424865,"MULTILINESTRING M ((-71.063040447999981 42.350931041000081 NAN, -71.062954528999967 42.351134689000048 NAN, -71.062828969999941 42.351502068000059 NAN))"
2155,Washington Street,5812700.000000000000000,3,2,,2020,SBL,0.000329008400018,"MULTILINESTRING M ((-71.062794267999948 42.351605636000045 NAN, -71.062713284999973 42.351924522000047 NAN))"
2156,Tremont Street,4458300.000000000000000,3,2,,2020,SBL,0.000381861613205,"MULTILINESTRING M ((-71.061982341999965 42.356519744000025 NAN, -71.062267891999966 42.356266210000058 NAN))"
