OID_,STREET_NAM,ROADINVENT,FUNCTIONAL,JURISDICTI,Divided,InstallDat,ExisFacil,Shape_Length,shape_wkt
2495,Arlington Street,5381900.000000000000000,3,2,,2024,SBL,0.000099081563158,"MULTILINESTRING M ((-71.070704775999957 42.351948747000051 NAN, -71.070656050999958 42.351862474000029 NAN))"
2496,Longfellow Bridge,5338800.000000000000000,2,1,1,,BL,0.000538555850346,"MULTILINESTRING M ((-71.071188192999955 42.361395023000057 NAN, -71.071305291999977 42.361380998000072 NAN, -71.071500427999979 42.361361835000025 NAN, -71.071724749999987 42.361351824000053 NAN))"
2497,Cambridge Street,6236600.000000000000000,3,2,1,2022,SBL,0.001225613600721,"MULTILINESTRING M ((-71.06516058699998 42.361243720000061 NAN, -71.066386127999976 42.361230380000052 NAN))"
2498,New Cypher Street,4541000.000000000000000,0,0,,2024,SBL,0.000883567776585,"MULTILINESTRING M ((-71.048569179999959 42.34185271900003 NAN, -71.047823335999965 42.341379001000064 NAN))"
2499,Summer Street,5613300.000000000000000,3,2,,2019,SBL,0.002040582613973,"MULTILINESTRING M ((-71.050999898999976 42.350576512000032 NAN, -71.052848707999942 42.35144015700007 NAN))"
2500,West Fourth Street,5672400.000000000000000,3,2,,2021,SBLBL,0.000614094074892,"MULTILINESTRING M ((-71.061758186999953 42.342797143000041 NAN, -71.061162602999957 42.342647506000048 NAN))"
2501,West Fourth Street,5672300.000000000000000,3,1,,2021,SBLBL,0.001966408290627,"MULTILINESTRING M ((-71.060593420999965 42.342497018000074 NAN, -71.060138467999934 42.342373585000075 NAN, -71.059932704999937 42.342323282000052 NAN, -71.059900150999965 42.342314718000068 NAN, -71.059839379999971 42.342299855000078 NAN, -71.059694565999962 42.342264416000035 NAN, -71.059606532999965 42.342244950000065 NAN, -71.05943393299998 42.34219702200005 NAN, -71.058823211999936 42.342045466000059 NAN, -71.058687953999936 42.342011989000071 NAN))"
2502,Harrison Avenue,4498800.000000000000000,5,2,,2019,BL,0.000961018059832,"MULTILINESTRING M ((-71.061554109999975 42.350650939000047 NAN, -71.061924507999947 42.349764169000025 NAN))"
2503,Washington Street,5326600.000000000000000,3,2,,2020,BL,0.000427894063409,"MULTILINESTRING M ((-71.062191297999959 42.353872499000033 NAN, -71.061898546999942 42.354184573000055 NAN))"
2504,Washington Street,4467800.000000000000000,3,2,,2020,BL,0.000647800141931,"MULTILINESTRING M ((-71.061733047999951 42.354356405000033 NAN, -71.061254356999939 42.354792868000061 NAN))"
2505,Harrison Avenue,5821000.000000000000000,5,2,,2019,BFBL,0.000531392867861,"MULTILINESTRING M ((-71.061425914999973 42.352492358000063 NAN, -71.061223566999956 42.35200099900004 NAN))"
2506,Harrison Avenue,5466600.000000000000000,5,2,,2019,BL,0.000689154608689,"MULTILINESTRING M ((-71.061187528999938 42.351494751000075 NAN, -71.06124452399996 42.351370614000075 NAN, -71.061463504999949 42.350863299000025 NAN))"
2507,Northern Avenue,6035300.000000000000000,0,2,1,2023,SBL,0.000887459123468,"MULTILINESTRING M ((-71.03575019699997 42.347229919000029 NAN, -71.035479544999987 42.346938952000073 NAN, -71.035346887999935 42.346797817000038 NAN, -71.035244470999942 42.346686932000068 NAN, -71.035182159999977 42.346645249000062 NAN, -71.035112869999978 42.34663241700008 NAN))"
2508,Constitution Road,5342500.000000000000000,0,2,,2018,SLM,0.001411037876007,"MULTILINESTRING M ((-71.061029646999941 42.370875154000032 NAN, -71.060746583999958 42.37100010100005 NAN, -71.060471382999935 42.371127904000048 NAN, -71.060373875999971 42.371182111000053 NAN, -71.060338927999965 42.371269756000061 NAN, -71.06037256999997 42.371370044000059 NAN, -71.060421721999944 42.371476577000067 NAN, -71.06040128799998 42.371550771000045 NAN, -71.060302705999959 42.371622980000041 NAN, -71.060151160999965 42.371700052000051 NAN))"
2509,Columbia Road,4654100.000000000000000,3,1,,2022,BL,0.001971627117026,"MULTILINESTRING M ((-71.058616808999943 42.320078641000066 NAN, -71.058387943999946 42.320113808000031 NAN, -71.05793302099994 42.320221779000065 NAN, -71.057686439999941 42.320298484000034 NAN, -71.057346153999958 42.320439534000059 NAN, -71.057093793999968 42.320556727000053 NAN, -71.056769761999988 42.320730474000072 NAN))"
2510,Summer Street,4468800.000000000000000,3,2,,2020,CFBL,0.000600791652217,"MULTILINESTRING M ((-71.058662450999975 42.354103212000041 NAN, -71.059134196999935 42.354475242000035 NAN))"
2511,Court Street,5423000.000000000000000,3,2,,2020,SBL,0.000396619847019,"MULTILINESTRING M ((-71.058593697999981 42.358995076000042 NAN, -71.058972237999967 42.35911346000006 NAN))"
2512,State Street,5523900.000000000000000,3,2,,2020,SBL,0.000523526348863,"MULTILINESTRING M ((-71.05544667099997 42.359073847000047 NAN, -71.055961998999976 42.358981560000075 NAN))"
2513,D Street,4564600.000000000000000,5,2,,2013,BLSL,0.000492075244955,"MULTILINESTRING M ((-71.052405919999956 42.337496222000027 NAN, -71.052786952999952 42.337184851000075 NAN))"
2514,D Street,4555200.000000000000000,5,2,,2013,BLSL,0.000576778422196,"MULTILINESTRING M ((-71.050840922999953 42.338803424000048 NAN, -71.051009310999973 42.338667912000062 NAN, -71.05128457099994 42.338434911000036 NAN))"
2515,A Street,5815800.000000000000000,5,2,,2013,BLSL,0.000704486828327,"MULTILINESTRING M ((-71.050169738999955 42.348160481000036 NAN, -71.050594758999978 42.347598645000062 NAN))"
2516,A Street,5435700.000000000000000,5,2,,2013,SLM,0.000909371171791,"MULTILINESTRING M ((-71.049017903999982 42.349647082000047 NAN, -71.04846355799998 42.350367954000035 NAN))"
2517,Atlantic Avenue,5652300.000000000000000,3,2,,2011,BL,0.000516285713286,"MULTILINESTRING M ((-71.051408798999944 42.354764326000065 NAN, -71.051224632999947 42.354916720000062 NAN, -71.051060389999975 42.355140077000044 NAN))"
2518,John F. Fitzgerald Surface Road,5586500.000000000000000,3,2,,2011,BL,0.000917360603865,"MULTILINESTRING M ((-71.052156915999944 42.358680387000049 NAN, -71.05189620799996 42.357800852000025 NAN))"
2519,Atlantic Avenue,45230600.000000000000000,3,2,,2011,BFBL,0.000620857255873,"MULTILINESTRING M ((-71.051650938999956 42.359025933000055 NAN, -71.051720975999956 42.359300706000056 NAN, -71.051817986999936 42.359623753000051 NAN))"
2520,Atlantic Avenue,45230500.000000000000000,3,2,,2011,BFBL,0.000264013762511,"MULTILINESTRING M ((-71.051583068999946 42.35877079200003 NAN, -71.051650938999956 42.359025933000055 NAN))"
2521,Atlantic Avenue,5271200.000000000000000,3,2,,2011,BFBL,0.000916855817364,"MULTILINESTRING M ((-71.051339390999942 42.357886911000037 NAN, -71.051583068999946 42.35877079200003 NAN))"
2522,High Street,45232100.000000000000000,3,2,,2011,SLM,0.000721742927936,"MULTILINESTRING M ((-71.051492225999937 42.356687583000053 NAN, -71.050770506999982 42.356681706000074 NAN))"
2523,Commercial Street,5149400.000000000000000,5,2,,2017,SBL,0.000273550449073,"MULTILINESTRING M ((-71.051084167999988 42.364003204000028 NAN, -71.051076465999984 42.364276646000064 NAN))"
2524,Commercial Street,5641200.000000000000000,5,2,,2017,SBL,0.000265159221477,"MULTILINESTRING M ((-71.052090298999985 42.367020671000034 NAN, -71.051882148999937 42.366856406000068 NAN))"
2525,Commercial Street,5727700.000000000000000,5,2,,2017,SBL,0.000814374573081,"MULTILINESTRING M ((-71.051108838999937 42.365398435000031 NAN, -71.051116712999942 42.365507430000036 NAN, -71.051127248999933 42.365646341000058 NAN, -71.051154860999986 42.365815234000081 NAN, -71.051225416999955 42.366022747000045 NAN, -71.051296302999958 42.36618326200005 NAN))"
2526,D Street,4530400.000000000000000,5,2,,2013,BL,0.003029941871398,"MULTILINESTRING M ((-71.045264329999952 42.343575010000052 NAN, -71.042965477999985 42.34554879500007 NAN))"
2527,D Street,5472900.000000000000000,3,2,,2013,BL,0.000106687975791,"MULTILINESTRING M ((-71.042204218999984 42.346241807000069 NAN, -71.042113794999977 42.346298427000079 NAN))"
2528,D Street,5285900.000000000000000,3,5,,2013,BLSL,0.000999138105995,"MULTILINESTRING M ((-71.042113794999977 42.346298427000079 NAN, -71.04136396399997 42.346958753000081 NAN))"
2529,D Street Extension,45263700.000000000000000,3,5,1,2013,SLM,0.000744149045339,"MULTILINESTRING M ((-71.040717541999982 42.347521658000062 NAN, -71.040534298999944 42.347566154000049 NAN, -71.040114241999959 42.347929778000037 NAN))"
2530,Meridian Street,4418700.000000000000000,3,2,,2013,BLSL,0.000755129739907,"MULTILINESTRING M ((-71.039119816999971 42.376390176000029 NAN, -71.039162894999947 42.377144076000036 NAN))"
2531,Maverick Street,5157200.000000000000000,5,2,,2015,BL,0.000810885047717,"MULTILINESTRING M ((-71.032648590999941 42.367408461000025 NAN, -71.032989813999961 42.367563066000059 NAN, -71.03338722899997 42.367743048000079 NAN))"
2532,Bennington Street,5637600.000000000000000,5,2,1,2008,SLM,0.000458134432465,"MULTILINESTRING M ((-71.024015109999937 42.380465684000058 NAN, -71.023653060999948 42.380596418000039 NAN, -71.023584592999953 42.380622323000068 NAN))"
2533,Bennington Street,5124401.000000000000000,5,2,,2008,SLM,0.002105603711803,"MULTILINESTRING M ((-71.020394676999956 42.38188987400008 NAN, -71.018421908999983 42.382625913000027 NAN))"
2534,Bennington Street,4396900.000000000000000,5,2,,2008,SLM,0.002301815959980,"MULTILINESTRING M ((-71.018421908999983 42.382625913000027 NAN, -71.016264295999974 42.383427825000069 NAN))"
2535,Washington Street,4478200.000000000000000,3,2,,2010,SLM,0.000470921562775,"MULTILINESTRING M ((-71.173937009999975 42.353406042000074 NAN, -71.173520778999944 42.353185772000074 NAN))"
2536,Washington Street,4487900.000000000000000,3,2,,2010,SLM,0.000991195367343,"MULTILINESTRING M ((-71.171748380999986 42.352291131000072 NAN, -71.170864862999963 42.351841838000041 NAN))"
2537,Beacon Street,4585800.000000000000000,3,2,,2009,BL,0.000433479115185,"MULTILINESTRING M ((-71.162732259999984 42.333970049000072 NAN, -71.162525765999987 42.33397450800004 NAN, -71.162298829999941 42.333973842000034 NAN))"
2538,Commonwealth Avenue,6291100.000000000000000,3,2,1,2013,BL,0.000917574316986,"MULTILINESTRING M ((-71.160617059999936 42.340137565000077 NAN, -71.161534036999967 42.340170668000042 NAN))"
2539,Baker Street,5688200.000000000000000,6,2,,2014,BL,0.002859952404387,"MULTILINESTRING M ((-71.174271664999935 42.291555944000038 NAN, -71.174382134999973 42.291655487000071 NAN, -71.174630215999969 42.291826126000046 NAN, -71.175126854999974 42.292150509000066 NAN, -71.175445861999947 42.29234778700004 NAN, -71.175701095999955 42.292565708000041 NAN, -71.175898876999952 42.292830166000044 NAN, -71.176096783999981 42.293106439000042 NAN, -71.17623103699998 42.293271123000068 NAN, -71.176407645999973 42.293408451000062 NAN))"
2540,Veterans Of Foreign Wars Parkway,5214800.000000000000000,2,3,1,2013,BL,0.000504353173920,"MULTILINESTRING M ((-71.171822863999978 42.27756295000006 NAN, -71.171675168999968 42.278045193000025 NAN))"
2541,Baker Street,5687901.000000000000000,6,2,,2014,BL,0.000383732535429,"MULTILINESTRING M ((-71.173537746999955 42.290696387000025 NAN, -71.173561416999974 42.290725850000058 NAN, -71.173775766999938 42.290997379000032 NAN))"
2542,Veterans Of Foreign Wars Parkway,6218300.000000000000000,2,3,1,2013,SLM,0.000828360068645,"MULTILINESTRING M ((-71.166712655999959 42.291463337000039 NAN, -71.167464842999948 42.291116357000078 NAN))"
2543,Veterans Of Foreign Wars Parkway,4835500.000000000000000,2,3,1,2013,BL,0.000890162369429,"MULTILINESTRING M ((-71.165736196999944 42.291714669000044 NAN, -71.164938780999933 42.292110291000029 NAN))"
2544,Veterans Of Foreign Wars Parkway,6218500.000000000000000,2,3,1,2013,BL,0.001826648813157,"MULTILINESTRING M ((-71.163451954999971 42.293072085000063 NAN, -71.163458253999977 42.293068986000037 NAN, -71.165086696999936 42.292257061000043 NAN))"
2545,Commonwealth Avenue,6227900.000000000000000,3,2,1,2013,SLM,0.002611642445925,"MULTILINESTRING M ((-71.163522223999962 42.340224313000078 NAN, -71.164288589999956 42.340233870000077 NAN, -71.164897703999941 42.340219891000061 NAN, -71.165558390999934 42.340170613000055 NAN, -71.166127048999954 42.340096864000031 NAN))"
2546,Washington Street,4499300.000000000000000,3,2,,2010,BL,0.000732697868151,"MULTILINESTRING M ((-71.165392293999957 42.350280927000028 NAN, -71.165129983999975 42.350180009000042 NAN, -71.16486042799994 42.350050372000055 NAN, -71.164733245999969 42.349966159000076 NAN))"
2547,Faneuil Street,4484900.000000000000000,6,2,,2017,SLM,0.000449093302864,"MULTILINESTRING M ((-71.163623336999933 42.352343053000027 NAN, -71.163179937999985 42.352414342000031 NAN))"
2548,Veterans Of Foreign Wars Parkway,5107700.000000000000000,2,3,1,2013,SLM,0.003161273802746,"MULTILINESTRING M ((-71.162466969999969 42.293291742000065 NAN, -71.160615448999977 42.294213102000072 NAN, -71.160147361999975 42.294445347000078 NAN, -71.159635469999955 42.294697529000075 NAN))"
2549,Washington Street,5812000.000000000000000,3,2,,2010,BL,0.000633090826439,"MULTILINESTRING M ((-71.158654241999955 42.348986092000075 NAN, -71.158236922999947 42.349041121000027 NAN, -71.158025386999952 42.349057372000061 NAN))"
2550,Washington Street,5811800.000000000000000,3,2,,2010,BL,0.000217265423360,"MULTILINESTRING M ((-71.158025386999952 42.349057372000061 NAN, -71.157808728999953 42.349073607000037 NAN))"
2551,Washington Street,4503900.000000000000000,3,2,,2010,BL,0.000728326527329,"MULTILINESTRING M ((-71.156475347999958 42.349114085000053 NAN, -71.155747077999933 42.349123159000044 NAN))"
2552,Northern Avenue,5652800.000000000000000,6,2,,2018,BLSL,0.001031447981942,"MULTILINESTRING M ((-71.047867826999948 42.353847545000065 NAN, -71.047071918999961 42.353497189000052 NAN, -71.046924665999938 42.35343004300006 NAN))"
2553,Summer Street,6237600.000000000000000,3,2,1,2023,SBL,0.000605301993244,"MULTILINESTRING M ((-71.039493429999936 42.344495663000032 NAN, -71.039345843999968 42.34439885300003 NAN, -71.038982471999987 42.344171195000058 NAN))"
2554,Summer Street,45263000.000000000000000,3,2,1,2023,SBL,0.002097189925050,"MULTILINESTRING M ((-71.040340235999963 42.345179632000054 NAN, -71.040773502999969 42.345455352000045 NAN, -71.041860035999946 42.346151223000049 NAN, -71.042113794999977 42.346298427000079 NAN))"
2555,Summer Street,45423300.000000000000000,3,2,1,2023,SBL,0.001876360348893,"MULTILINESTRING M ((-71.045433830999968 42.347949930000027 NAN, -71.043772960999945 42.347076867000055 NAN))"
2556,Border Street,5614800.000000000000000,5,2,,2017,BL,0.000197919534220,"MULTILINESTRING M ((-71.039978196999982 42.374609545000055 NAN, -71.039915366999935 42.374797227000045 NAN))"
2557,Veterans Of Foreign Wars Parkway,5107900.000000000000000,2,3,1,2013,BL,0.000422357715716,"MULTILINESTRING M ((-71.155923808999944 42.295629165000037 NAN, -71.155501512999933 42.29562194500005 NAN))"
2558,Commonwealth Avenue,6237800.000000000000000,3,2,1,2013,SLM,0.001079658212156,"MULTILINESTRING M ((-71.152588033999962 42.338904379000041 NAN, -71.152688756999964 42.338724066000054 NAN, -71.152820537999958 42.338550593000036 NAN, -71.152962104999972 42.338425542000039 NAN, -71.153082968999968 42.338341506000063 NAN, -71.153365912999959 42.338193811000053 NAN))"
2559,Chestnut Hill Avenue,4531400.000000000000000,5,2,,2013,BL,0.000714397079362,"MULTILINESTRING M ((-71.153436294999949 42.343820670000071 NAN, -71.153464774999975 42.343956737000042 NAN, -71.153482881999935 42.344045477000066 NAN, -71.153474199999948 42.344175516000064 NAN, -71.153436081999985 42.344344883000076 NAN, -71.153368652999973 42.344512726000062 NAN))"
2560,Washington Street,5784101.000000000000000,3,2,,2010,SLM,0.000211559645531,"MULTILINESTRING M ((-71.154649894999977 42.349140068000054 NAN, -71.154438431999949 42.349146462000078 NAN))"
2561,Chestnut Hill Avenue,5656400.000000000000000,5,2,,2013,BLSL,0.000731394918375,"MULTILINESTRING M ((-71.153452388999938 42.34912789200007 NAN, -71.153476965999971 42.348869323000031 NAN, -71.153514969999947 42.348785601000031 NAN, -71.153605810999977 42.34864632700004 NAN, -71.153729627999951 42.34847247600004 NAN))"
2562,Market Street,5789700.000000000000000,5,2,,2013,SLM,0.000559180475880,"MULTILINESTRING M ((-71.153421158999947 42.349466722000045 NAN, -71.153330398999969 42.349590803000069 NAN, -71.153071112999953 42.349902507000024 NAN))"
2563,Market Street,4482700.000000000000000,5,2,,2013,BL,0.000938381866341,"MULTILINESTRING M ((-71.151366826999947 42.352555816000063 NAN, -71.151134844999945 42.352906786000062 NAN, -71.150881821999974 42.353358411000045 NAN))"
2564,Market Street,4476600.000000000000000,5,2,,2013,BL,0.000305958775335,"MULTILINESTRING M ((-71.150881821999974 42.353358411000045 NAN, -71.150707662999935 42.353609965000032 NAN))"
2565,Market Street,4474600.000000000000000,5,2,,2013,BL,0.000333783303203,"MULTILINESTRING M ((-71.150707662999935 42.353609965000032 NAN, -71.150533504999942 42.353894711000066 NAN))"
2566,Belgrade Avenue,5403201.000000000000000,3,2,,2013,SLM,0.000535609491760,"MULTILINESTRING M ((-71.149908603999961 42.286789551000027 NAN, -71.150000906999935 42.287053601000025 NAN, -71.150050280999949 42.287203427000065 NAN, -71.150071920999949 42.28729915100007 NAN))"
2567,Belgrade Avenue,5403200.000000000000000,3,2,,2013,SLM,0.001309862254445,"MULTILINESTRING M ((-71.148970728999984 42.285911579000071 NAN, -71.149196701999983 42.286056317000032 NAN, -71.149367697999935 42.286166589000061 NAN, -71.149570855999968 42.286318682000058 NAN, -71.149677477999944 42.286421702000041 NAN, -71.149794178999969 42.286576101000037 NAN, -71.149901868999962 42.286770269000044 NAN, -71.149908603999961 42.286789551000027 NAN))"
2568,Commonwealth Avenue Frontage Road Wb,5435300.000000000000000,0,2,1,2013,SLM,0.000584973445604,"MULTILINESTRING M ((-71.142791504999934 42.344377383000051 NAN, -71.143109806999973 42.343886590000068 NAN))"
2569,Belgrade Avenue,4899501.000000000000000,3,2,,2009,BL,0.000435958580962,"MULTILINESTRING M ((-71.146938820999935 42.286026033000041 NAN, -71.146502865999935 42.286027800000056 NAN))"
2570,Centre Street,4874500.000000000000000,5,2,,2010,BL,0.000441477168234,"MULTILINESTRING M ((-71.145933095999965 42.287874474000034 NAN, -71.145874593999963 42.287900742000033 NAN, -71.145515494999984 42.288016672000026 NAN))"
2571,Belgrade Avenue,4898600.000000000000000,3,2,,2009,BL,0.000276688839786,"MULTILINESTRING M ((-71.145173195999973 42.286046770000041 NAN, -71.145090571999958 42.286050457000044 NAN, -71.144896725999956 42.286057736000032 NAN))"
2572,Commonwealth Avenue Frontage Road Wb,4540600.000000000000000,0,2,1,2013,BL,0.001627776997260,"MULTILINESTRING M ((-71.147007660999975 42.341790256000024 NAN, -71.147128061999979 42.341791749000038 NAN, -71.147306488999959 42.341792296000051 NAN, -71.14762798299995 42.341810163000048 NAN, -71.148071520999963 42.341840220000051 NAN, -71.148633644999961 42.341822810000053 NAN))"
2573,Commonwealth Avenue Frontage Road Eb,5109500.000000000000000,0,2,1,2013,SLM,0.001966495763567,"MULTILINESTRING M ((-71.144030794999935 42.342234391000034 NAN, -71.143640150999943 42.342515444000071 NAN, -71.143401937999954 42.342734002000043 NAN, -71.14323709699994 42.342894214000069 NAN, -71.143104992999952 42.343056933000071 NAN, -71.142979350999951 42.343231837000076 NAN, -71.142883446999974 42.343367878000038 NAN, -71.142675631999964 42.343637865000062 NAN))"
2574,Cambridge Street,6242000.000000000000000,3,2,1,2010,BL,0.000415590469805,"MULTILINESTRING M ((-71.148620866999977 42.349587760000077 NAN, -71.149016880999966 42.34946171100006 NAN))"
2575,Cambridge Street,5237000.000000000000000,3,2,1,2010,BL,0.000402385983638,"MULTILINESTRING M ((-71.148985051999944 42.349416635000068 NAN, -71.148620866999977 42.349587760000077 NAN))"
2576,Market Street,5442800.000000000000000,5,2,,2013,BLSL,0.000510156584502,"MULTILINESTRING M ((-71.149535738999987 42.355465859000049 NAN, -71.149642679999943 42.355302079000069 NAN, -71.149809350999988 42.355035311000051 NAN))"
2577,Market Street,4456900.000000000000000,5,2,,2013,SLM,0.000505195013105,"MULTILINESTRING M ((-71.148566973999948 42.357002590000036 NAN, -71.148310308999953 42.357437728000036 NAN))"
2578,Market Street,6279600.000000000000000,5,2,1,2013,BL,0.000331661764184,"MULTILINESTRING M ((-71.147604249999972 42.35887555000005 NAN, -71.147639238999943 42.358545739000078 NAN))"
2579,Centre Street,4859100.000000000000000,5,2,,2019,BFBL,0.000388675672963,"MULTILINESTRING M ((-71.142026726999973 42.289410324000073 NAN, -71.141719584999976 42.289648510000063 NAN))"
2580,Commonwealth Avenue Frontage Road Wb,5264000.000000000000000,0,2,1,2013,SLM,0.003006614878938,"MULTILINESTRING M ((-71.140911463999942 42.34772676800003 NAN, -71.140928196999937 42.347659886000031 NAN, -71.140979781999988 42.347491805000061 NAN, -71.141083135999963 42.347189968000066 NAN, -71.141168950999941 42.34697191600003 NAN, -71.141243245999988 42.34681291000004 NAN, -71.141300227999977 42.346695484000065 NAN, -71.141522448999979 42.346299491000025 NAN, -71.141727322999941 42.345985026000051 NAN, -71.142085695999981 42.345453287000055 NAN, -71.142306248999944 42.345082038000044 NAN))"
2581,Commonwealth Avenue Frontage Road Eb,5110200.000000000000000,0,2,1,2013,SLM,0.001142885024995,"MULTILINESTRING M ((-71.140383560999965 42.347459557000036 NAN, -71.140345031999971 42.347598983000069 NAN, -71.140245945999936 42.348049942000046 NAN, -71.140186148999987 42.348193800000047 NAN, -71.140148186999966 42.348266267000042 NAN, -71.140073366999957 42.348350999000047 NAN, -71.139932345999966 42.34847209600008 NAN))"
2582,Cambridge Street,5193600.000000000000000,3,2,,2010,BL,0.000211092195631,"MULTILINESTRING M ((-71.142997212999944 42.351642789000039 NAN, -71.142789706999963 42.351681534000079 NAN))"
2583,Harvard Avenue,5262600.000000000000000,3,2,,2010,BL,0.000185548643299,"MULTILINESTRING M ((-71.130984160999958 42.350345024000035 NAN, -71.131000853999979 42.350376588000074 NAN, -71.131021115999943 42.350414353000076 NAN, -71.131040865999978 42.350441990000036 NAN, -71.131050386999959 42.350468466000052 NAN, -71.131071775999942 42.350507922000077 NAN))"
2584,Harvard Avenue,4477800.000000000000000,3,2,,2010,BLSL,0.000392816956415,"MULTILINESTRING M ((-71.132186822999984 42.353454312000054 NAN, -71.132106748999945 42.353069743000049 NAN))"
2585,Everett Street,5645200.000000000000000,6,2,,2017,BLSL,0.000992887354360,"MULTILINESTRING M ((-71.135706681999977 42.36226453900008 NAN, -71.135332079999955 42.36318404900004 NAN))"
2586,Cambridge Street,5193700.000000000000000,3,2,,2010,BL,0.000689516982214,"MULTILINESTRING M ((-71.138997382999946 42.353000990000055 NAN, -71.138345965999974 42.353227020000077 NAN))"
2587,Western Avenue,4437500.000000000000000,5,2,,2024,SBL,0.002283076847250,"MULTILINESTRING M ((-71.142873479999935 42.362039593000077 NAN, -71.14062854499997 42.362455173000058 NAN))"
2588,Knight Street,5464300.000000000000000,0,2,,0,SUP,0.000583331100449,"MULTILINESTRING M ((-71.133347503999971 42.24588587900007 NAN, -71.133378111999946 42.246027776000062 NAN, -71.133469767999941 42.246456253000076 NAN))"
2589,Knight Street,5914200.000000000000000,0,2,,0,SUP,0.001235477990829,"MULTILINESTRING M ((-71.133469767999941 42.246456253000076 NAN, -71.13349107199997 42.246569802000067 NAN, -71.133543510999971 42.246815799000046 NAN, -71.13356198799994 42.246886165000035 NAN, -71.133568822999962 42.246929504000036 NAN, -71.133589561999941 42.247002462000069 NAN, -71.133667350999986 42.247189226000046 NAN, -71.133827721999978 42.247509149000052 NAN, -71.133878507999952 42.247613179000041 NAN))"
2590,River Street,5078200.000000000000000,5,2,,2012,BLSL,0.000952390599696,"MULTILINESTRING M ((-71.12880211199996 42.25424582100004 NAN, -71.128842367999937 42.25419418000007 NAN, -71.128987588999962 42.254035413000054 NAN, -71.129182639999954 42.253839099000061 NAN, -71.129272736999951 42.253747107000038 NAN, -71.129467886999976 42.253565990000027 NAN))"
2591,Belgrade Avenue,4894400.000000000000000,3,2,,2009,BL,0.002170577688215,"MULTILINESTRING M ((-71.135228137999945 42.28631103400005 NAN, -71.134233069999937 42.286323064000044 NAN, -71.133851446999984 42.286333666000075 NAN, -71.133382405999953 42.286359177000065 NAN, -71.13305926299995 42.286381779000067 NAN))"
2592,Centre Street,4820100.000000000000000,5,2,,2019,BFBL,0.000765861286766,"MULTILINESTRING M ((-71.13730600599996 42.293364713000074 NAN, -71.136704554999937 42.293838844000049 NAN))"
2593,Walter Street,4837700.000000000000000,6,2,,2016,BLSL,0.000376453357180,"MULTILINESTRING M ((-71.131577835999963 42.291349508000053 NAN, -71.131236997999963 42.291509341000051 NAN))"
2594,Centre Street,5822101.000000000000000,5,2,1,2010,SLM,0.000252346684896,"MULTILINESTRING M ((-71.136080795999987 42.294317846000069 NAN, -71.136075950999953 42.294321376000028 NAN, -71.135877939999943 42.294467940000061 NAN))"
2595,Centre Street,5212900.000000000000000,2,3,1,2011,BL,0.000649075698511,"MULTILINESTRING M ((-71.132454206999967 42.29698200100006 NAN, -71.131976350999935 42.297174036000058 NAN, -71.131852504999983 42.297225405000063 NAN))"
2596,Washington Street,4812200.000000000000000,3,2,,2009,BL-PEAKBUS,0.000177249209418,"MULTILINESTRING M ((-71.119916597999975 42.294175600000074 NAN, -71.119786652999949 42.294296147000068 NAN))"
2597,Washington Street,5116900.000000000000000,3,2,,2009,BL-PEAKBUS,0.000464503354897,"MULTILINESTRING M ((-71.118767764999973 42.295253278000075 NAN, -71.118431776999955 42.295574020000061 NAN))"
2598,Washington Street,4909300.000000000000000,3,2,,2023,BL-PEAKBUS,0.000927867220882,"MULTILINESTRING M ((-71.129650436999952 42.285055271000033 NAN, -71.128967397999986 42.285683280000057 NAN))"
2599,Washington Street,4901500.000000000000000,3,2,,2009,BL,0.001141657860066,"MULTILINESTRING M ((-71.128967397999986 42.285683280000057 NAN, -71.128371135999942 42.28624291400007 NAN, -71.128128133999951 42.286457075000044 NAN))"
2600,Washington Street,4893000.000000000000000,3,2,,2009,BL-PEAKBUS,0.000996905212493,"MULTILINESTRING M ((-71.128128133999951 42.286457075000044 NAN, -71.127537819999986 42.286969463000048 NAN, -71.127373500999965 42.287108475000025 NAN))"
2601,Washington Street,4866900.000000000000000,3,2,,2009,BL-PEAKBUS,0.000200867671447,"MULTILINESTRING M ((-71.125965268999948 42.288490922000051 NAN, -71.125814623999986 42.288623790000031 NAN))"
2602,Walter Street,6240000.000000000000000,6,2,,2016,SLM,0.000159722468072,"MULTILINESTRING M ((-71.130396169999983 42.297997799000029 NAN, -71.130276840999954 42.297891630000038 NAN))"
2603,Walter Street,6294700.000000000000000,6,2,,2016,BL,0.000365133018818,"MULTILINESTRING M ((-71.129800957999976 42.29789054500003 NAN, -71.129781368999943 42.298047588000031 NAN, -71.129724875999955 42.298246598000048 NAN))"
2604,Centre Street,6211800.000000000000000,2,3,1,2011,BL,0.002915999143951,"MULTILINESTRING M ((-71.127925974999982 42.300165173000039 NAN, -71.128073019999988 42.30003679400005 NAN, -71.128291641999965 42.299819181000032 NAN, -71.128803824999977 42.299304851000045 NAN, -71.129388288999962 42.298742364000077 NAN, -71.129622556999948 42.298537176000025 NAN, -71.129889297999966 42.298320278000062 NAN, -71.130068544999972 42.298192561000064 NAN))"
